,dsf,lwo,psf,rh,slp,swi,tsf,vpd
37,289.19,252.8,1000.03,58.29,1011.26,730.7,297.77,1.31
38,289.2,239.79,955.2,78.25,1011.83,167.26,293.04,0.51
39,287.16,264.62,1018.51,76.2,1018.47,0.0,291.36,0.5
40,285.66,268.46,1007.14,78.21,1018.87,0.0,289.42,0.41
41,285.04,266.97,961.27,83.33,1019.1,0.0,287.8,0.28
42,290.2,274.65,1017.62,63.66,1017.69,981.77,297.43,1.12
43,289.17,276.92,1005.93,57.08,1017.36,1014.54,298.09,1.37
44,288.01,272.57,960.58,66.02,1017.52,1319.71,294.51,0.87
45,290.14,278.12,1015.69,64.35,1015.68,648.96,297.2,1.08
46,288.93,282.34,1003.86,48.83,1015.03,652.35,300.42,1.88
47,287.88,278.93,958.66,58.21,1015.05,658.53,296.4,1.21
48,290.27,277.79,1015.51,71.14,1015.48,468.11,295.69,0.8
49,289.28,282.14,1003.48,49.91,1014.59,465.04,300.43,1.84
50,287.89,279.17,958.46,57.55,1014.66,468.97,296.6,1.24
51,290.76,276.13,1015.45,77.07,1015.39,246.34,294.89,0.6
52,289.82,280.68,1003.37,54.89,1014.55,246.72,299.43,1.56
53,288.62,277.52,958.51,63.24,1014.78,248.72,295.84,1.03
54,290.5,276.17,1015.85,81.19,1015.76,37.8,293.79,0.46
55,290.7,279.17,1003.96,69.77,1015.21,36.12,296.43,0.87
56,289.51,276.78,958.66,73.4,1015.24,35.42,294.37,0.68
57,289.89,275.56,1016.33,84.09,1016.28,0.0,292.6,0.36
58,290.18,277.64,1004.8,77.86,1016.34,0.0,294.12,0.56
59,289.68,275.37,959.34,85.48,1016.43,0.0,292.13,0.32
60,290.02,275.18,1016.65,85.44,1016.65,0.0,292.48,0.33
61,290.25,277.6,1005.07,81.06,1016.66,0.0,293.56,0.46
62,289.72,275.58,959.64,88.92,1016.82,0.0,291.55,0.24
63,289.95,276.88,1016.79,87.0,1016.73,0.0,292.13,0.29
64,290.04,278.37,1005.2,82.79,1016.77,0.0,293.01,0.4
65,289.51,276.02,959.64,89.0,1016.76,0.0,291.33,0.23
66,290.02,276.52,1016.99,90.33,1016.91,0.0,291.61,0.21
67,290.2,277.96,1005.34,87.06,1016.85,0.0,292.37,0.29
68,289.41,275.98,959.83,91.45,1016.99,0.0,290.8,0.17
69,290.01,276.14,1016.84,92.08,1016.81,0.0,291.3,0.17
70,289.96,277.22,1005.28,87.98,1016.86,0.0,291.96,0.26
71,289.36,274.8,959.89,89.77,1016.85,0.0,291.03,0.21
72,289.8,275.41,1016.25,89.18,1016.19,0.0,291.59,0.23
73,290.53,260.44,1004.87,88.43,1016.48,0.0,292.46,0.26
74,289.55,257.37,959.56,87.87,1016.49,0.0,291.57,0.26
75,289.76,276.63,1016.09,88.28,1015.98,0.0,291.71,0.25
76,290.65,273.79,1004.64,90.37,1016.13,0.0,292.24,0.22
77,289.84,273.26,959.47,93.78,1016.29,0.0,290.84,0.13
78,289.77,274.19,1016.0,86.33,1015.85,0.0,292.07,0.3
79,290.22,276.87,1004.41,87.01,1015.85,0.0,292.4,0.29
80,289.88,256.8,959.25,87.68,1016.09,0.0,291.93,0.27
81,289.64,275.73,1015.9,85.01,1015.8,0.0,292.18,0.33
82,289.6,275.85,1004.29,83.12,1015.68,0.0,292.49,0.38
83,288.61,267.92,959.13,83.53,1015.87,0.0,291.4,0.35
84,290.2,274.96,1015.58,86.99,1015.49,0.0,292.38,0.29
85,289.73,274.57,1003.98,84.29,1015.4,0.0,292.41,0.35
86,288.58,273.74,958.92,83.17,1015.64,0.0,291.44,0.36
87,290.43,275.62,1015.39,89.16,1015.37,0.0,292.23,0.24
88,289.01,275.58,1003.54,76.26,1015.0,0.0,293.25,0.57
89,287.06,273.31,958.49,75.07,1015.0,0.0,291.49,0.53
90,290.8,282.71,1015.87,58.43,1015.79,860.89,299.47,1.44
91,291.01,287.06,1003.68,51.8,1014.89,865.42,301.68,1.9
92,290.59,284.97,958.84,62.81,1015.07,952.77,298.02,1.18
93,291.51,282.64,1015.05,61.78,1015.01,785.08,299.29,1.31
94,291.23,286.67,1002.94,53.95,1014.18,794.98,301.22,1.77
95,290.71,284.93,958.19,65.78,1014.49,804.85,297.39,1.05
96,291.17,281.95,1014.73,63.36,1014.72,649.34,298.51,1.2
97,291.61,285.99,1002.68,57.7,1013.92,658.17,300.51,1.56
98,290.97,281.25,957.86,69.25,1014.26,892.0,296.82,0.91
99,291.12,280.94,1014.41,66.79,1014.37,465.5,297.59,1.03
100,291.36,284.65,1002.47,59.41,1013.74,468.08,299.76,1.43
101,290.98,277.63,957.63,73.77,1014.12,467.35,295.82,0.73
102,291.1,280.24,1014.09,70.01,1014.09,248.48,296.79,0.89
103,291.37,283.33,1002.36,63.09,1013.64,251.98,298.78,1.23
104,291.05,276.75,957.48,77.53,1014.0,200.97,295.09,0.6
105,291.0,279.67,1014.44,78.1,1014.43,38.91,294.92,0.58
106,291.45,282.17,1002.62,69.75,1014.02,37.06,297.21,0.92
107,291.12,279.5,957.71,83.1,1014.4,38.93,294.04,0.42
108,290.93,277.8,1014.97,83.4,1014.93,0.0,293.8,0.41
109,291.09,280.29,1003.09,75.38,1014.55,0.0,295.58,0.68
110,290.76,277.22,957.94,86.29,1014.84,0.0,293.08,0.32
111,291.09,275.18,1015.65,87.56,1015.64,0.0,293.18,0.29
112,291.26,277.45,1003.73,80.27,1015.19,0.0,294.74,0.51
113,290.75,275.12,958.58,89.2,1015.54,0.0,292.55,0.25
114,291.07,274.08,1016.01,89.3,1015.98,0.0,292.85,0.25
115,291.04,275.85,1004.28,83.76,1015.79,0.0,293.84,0.4
116,290.82,260.98,959.02,91.44,1016.06,0.0,292.23,0.19
117,290.95,259.38,1016.36,88.78,1016.35,0.0,292.82,0.26
118,290.84,242.72,1004.57,85.32,1016.11,0.0,293.34,0.35
119,290.75,237.1,959.18,93.77,1016.38,0.0,291.76,0.14
120,282.39,264.92,1017.96,70.08,1017.89,0.0,287.72,0.5
121,282.64,263.76,1006.18,83.06,1017.95,0.0,285.41,0.24
122,280.49,263.57,959.55,74.96,1017.82,0.0,284.74,0.35
123,282.17,263.49,1018.39,66.14,1018.34,93.85,288.37,0.59
124,282.99,263.66,1006.59,76.53,1018.41,95.45,287.0,0.38
125,281.06,262.79,959.84,70.07,1018.01,98.93,286.34,0.46
126,280.37,267.35,1018.87,49.61,1018.81,322.7,290.92,1.04
127,282.13,268.07,1007.08,59.41,1018.85,322.71,290.0,0.79
128,280.79,267.42,960.53,60.16,1018.56,328.97,288.38,0.7
129,278.72,271.82,1018.97,38.36,1018.9,542.99,293.17,1.46
130,281.61,273.1,1007.01,48.16,1018.68,541.9,292.74,1.2
131,280.51,271.58,960.81,54.13,1018.65,550.47,289.72,0.88
132,278.64,275.37,1018.82,34.17,1018.8,726.57,294.94,1.74
133,281.77,277.64,1006.81,42.18,1018.39,723.47,295.02,1.53
134,281.0,275.38,960.85,51.26,1018.51,733.72,291.09,1.01
135,279.32,277.78,1018.66,33.7,1018.68,854.29,295.94,1.86
136,282.54,281.5,1006.55,39.96,1018.07,851.09,296.75,1.77
137,281.77,279.01,960.76,48.5,1018.11,862.2,292.79,1.19
138,280.47,280.03,1017.99,34.66,1018.01,918.17,296.79,1.93
139,282.28,284.65,1005.76,36.62,1017.22,913.5,297.88,2.0
140,282.11,282.17,960.22,46.83,1017.31,923.62,293.71,1.3
141,281.47,280.82,1017.79,37.72,1017.8,913.73,296.52,1.81
142,280.62,286.58,1005.31,31.52,1016.71,909.13,298.47,2.24
143,281.93,283.7,959.85,44.93,1016.85,916.48,294.17,1.39
144,282.02,280.72,1017.32,39.89,1017.3,834.73,296.22,1.72
145,281.13,286.37,1004.76,32.87,1016.17,829.13,298.36,2.18
146,281.44,283.98,959.36,43.71,1016.34,836.39,294.08,1.41
147,282.11,279.96,1017.18,41.63,1017.17,692.47,295.63,1.61
148,281.13,285.47,1004.65,34.2,1016.1,686.7,297.71,2.05
149,281.4,282.26,959.32,45.59,1016.39,693.4,293.37,1.3
150,282.15,278.86,1017.17,44.3,1017.16,498.54,294.67,1.45
151,280.81,283.77,1004.77,35.97,1016.27,493.55,296.53,1.86
152,281.2,280.35,959.37,47.4,1016.54,498.86,292.53,1.2
153,281.96,277.38,1017.15,46.97,1017.16,270.52,293.51,1.28
154,281.03,281.04,1004.91,40.29,1016.45,266.28,294.94,1.58
155,281.23,278.05,959.36,51.18,1016.73,269.65,291.36,1.03
156,282.79,274.5,1017.58,56.53,1017.6,45.89,291.47,0.93
157,282.16,277.14,1005.47,50.76,1017.08,43.17,292.49,1.12
158,282.38,274.61,959.75,61.93,1017.43,42.97,289.61,0.72
159,284.23,272.15,1018.01,65.57,1018.04,0.0,290.67,0.7
160,283.19,273.75,1006.13,58.44,1017.8,0.0,291.38,0.88
161,282.94,270.84,960.33,68.48,1018.18,0.0,288.65,0.56
162,283.83,271.07,1018.39,65.1,1018.42,0.0,290.36,0.69
163,283.68,272.38,1006.61,64.0,1018.34,0.0,290.46,0.72
164,282.57,269.13,960.74,69.79,1018.61,0.0,287.97,0.52
165,283.47,270.35,1018.76,64.9,1018.82,0.0,290.03,0.68
166,284.01,270.73,1007.09,68.81,1018.85,0.0,289.69,0.59
167,282.52,267.9,961.07,71.27,1018.97,0.0,287.6,0.48
168,283.29,268.83,1019.25,69.82,1019.31,0.0,288.72,0.54
169,284.15,269.45,1007.46,73.14,1019.23,0.0,288.89,0.49
170,282.36,267.09,961.4,72.92,1019.3,0.0,287.09,0.44
171,283.34,267.09,1019.89,74.6,1019.93,0.0,287.75,0.43
172,284.62,267.7,1008.14,80.25,1019.93,0.0,287.95,0.34
173,282.59,265.94,961.99,76.45,1020.0,0.0,286.61,0.37
174,283.25,265.38,1019.78,77.61,1019.76,0.0,287.06,0.36
175,284.24,266.11,1007.98,81.42,1019.75,0.0,287.34,0.3
176,281.2,264.05,961.82,73.11,1019.82,0.0,285.85,0.4
177,282.53,263.76,1019.57,75.16,1019.55,0.0,286.8,0.39
178,282.43,264.71,1007.74,72.52,1019.42,0.0,287.24,0.45
179,279.7,262.3,961.64,67.7,1019.53,0.0,285.45,0.47
180,281.72,262.89,1019.38,71.77,1019.35,0.0,286.67,0.44
181,281.96,264.23,1007.61,71.22,1019.3,0.0,287.03,0.46
182,279.43,261.71,961.45,66.79,1019.33,0.0,285.37,0.48
183,280.97,262.72,1019.42,69.26,1019.36,0.0,286.43,0.47
184,281.84,264.36,1007.65,71.64,1019.31,0.0,286.82,0.45
185,279.52,262.18,961.43,67.3,1019.3,0.0,285.36,0.47
186,280.95,263.07,1019.44,70.38,1019.41,0.0,286.16,0.45
187,281.97,264.84,1007.71,72.58,1019.38,0.0,286.75,0.43
188,280.5,262.95,961.45,72.25,1019.35,0.0,285.3,0.4
189,280.58,263.04,1019.46,69.42,1019.43,0.0,285.99,0.46
190,281.45,265.01,1007.77,70.96,1019.5,0.0,286.55,0.45
191,281.05,263.17,961.47,75.5,1019.47,0.0,285.21,0.35
192,280.26,262.84,1019.95,68.7,1019.92,0.0,285.82,0.46
193,281.24,264.73,1008.26,70.92,1020.04,0.0,286.35,0.45
194,281.03,262.83,961.9,76.65,1020.01,0.0,284.96,0.33
195,279.87,261.28,1020.36,58.96,1020.37,100.84,287.72,0.69
196,280.88,262.36,1008.59,65.52,1020.41,103.06,287.18,0.56
197,277.88,260.67,962.17,58.15,1020.29,107.55,285.83,0.62
198,279.38,268.33,1020.74,41.81,1020.73,335.45,292.55,1.33
199,280.78,268.24,1009.04,51.08,1020.78,336.28,290.92,1.01
200,278.21,266.8,962.55,47.47,1020.51,345.3,289.28,0.97
201,279.11,274.21,1020.82,34.03,1020.82,557.13,295.54,1.81
202,280.37,274.2,1009.21,41.83,1020.87,558.42,293.61,1.42
203,279.1,273.08,962.79,45.93,1020.56,569.33,290.75,1.1
204,279.96,277.46,1020.82,33.45,1020.8,738.71,296.81,1.97
205,280.6,278.31,1009.19,38.45,1020.8,741.08,295.21,1.65
206,278.37,276.17,962.91,40.7,1020.51,752.09,291.86,1.29
207,280.07,277.89,1020.9,33.4,1020.91,864.82,296.97,1.99
208,280.56,281.35,1009.07,34.94,1020.61,866.82,296.72,1.91
209,277.73,278.76,963.08,36.05,1020.51,878.78,293.06,1.5
210,279.82,278.12,1020.35,32.16,1020.35,924.33,297.31,2.07
211,280.13,283.26,1008.22,31.31,1019.73,924.97,298.02,2.18
212,277.53,280.9,962.45,33.07,1019.63,936.85,294.21,1.69
213,277.04,278.57,1019.57,25.34,1019.51,919.48,298.08,2.38
214,278.88,282.74,1007.44,27.76,1018.91,912.03,298.59,2.38
215,277.98,281.25,961.72,32.04,1018.61,922.95,295.22,1.83
216,276.44,278.44,1018.98,24.11,1018.94,839.41,298.27,2.45
217,278.21,282.27,1006.92,26.44,1018.39,833.24,298.61,2.42
218,277.07,280.47,961.23,29.66,1018.03,838.24,295.43,1.91
219,277.04,276.71,1018.66,25.67,1018.67,692.13,297.91,2.35
220,278.39,280.17,1006.68,27.65,1018.2,687.4,298.08,2.31
221,277.31,278.3,961.05,30.77,1017.88,690.37,295.12,1.85
222,277.5,274.39,1018.49,27.46,1018.49,495.51,297.3,2.21
223,277.5,277.26,1006.62,27.4,1018.17,492.22,297.22,2.2
224,277.08,275.07,961.02,31.87,1017.97,493.5,294.29,1.73
225,279.41,271.33,1018.54,34.25,1018.59,268.53,295.83,1.83
226,278.74,273.74,1006.78,32.13,1018.31,265.26,296.03,1.92
227,277.89,271.65,961.06,36.23,1018.19,265.96,293.16,1.51
228,282.23,269.3,1019.15,46.47,1019.19,46.05,293.97,1.33
229,278.72,269.72,1007.6,36.67,1019.17,43.62,293.89,1.57
230,278.44,267.96,961.74,42.57,1019.16,42.88,291.22,1.21
231,283.45,266.62,1019.58,54.08,1019.62,0.0,292.87,1.07
232,280.97,266.75,1008.16,46.64,1019.73,0.0,292.54,1.22
233,281.08,264.66,962.28,55.06,1019.83,0.0,290.07,0.88
234,282.54,266.0,1020.22,53.82,1020.25,0.0,291.98,1.02
235,280.8,265.4,1008.8,48.85,1020.42,0.0,291.63,1.1
236,281.22,263.75,962.86,59.48,1020.58,0.0,289.02,0.74
237,282.12,264.52,1020.31,54.32,1020.31,0.0,291.38,0.97
238,282.62,264.88,1008.91,57.77,1020.55,0.0,290.95,0.87
239,281.43,262.63,962.84,62.49,1020.64,0.0,288.48,0.66
240,282.83,263.75,1020.27,58.62,1020.27,0.0,290.94,0.85
241,284.33,263.49,1008.73,67.83,1020.41,0.0,290.25,0.63
242,281.62,247.09,962.62,62.21,1020.49,0.0,288.75,0.68
243,284.65,263.52,1020.62,68.06,1020.61,0.0,290.52,0.64
244,284.97,262.62,1008.98,73.89,1020.69,0.0,289.58,0.49
245,283.06,261.87,962.96,73.2,1020.89,0.0,287.75,0.45
246,285.17,262.84,1020.36,73.24,1020.38,0.0,289.93,0.52
247,284.96,262.2,1008.74,74.81,1020.43,0.0,289.38,0.47
248,283.29,261.1,962.76,76.08,1020.71,0.0,287.39,0.39
249,284.96,238.68,1019.82,65.18,1019.83,0.0,291.53,0.74
250,284.34,242.21,1008.3,66.4,1020.03,0.0,290.59,0.68
251,282.39,244.51,962.46,68.8,1020.33,0.0,288.0,0.53
252,285.32,264.28,1019.44,68.66,1019.42,0.0,291.08,0.65
253,285.21,257.7,1007.89,70.59,1019.57,0.0,290.54,0.59
254,283.52,247.78,961.94,72.91,1019.75,0.0,288.29,0.47
255,285.22,262.4,1018.84,70.56,1018.87,0.0,290.56,0.59
256,285.1,263.05,1007.42,71.94,1019.15,0.0,290.13,0.55
257,283.66,260.3,961.47,76.67,1019.26,0.0,287.66,0.39
258,285.27,264.33,1018.57,70.99,1018.61,0.0,290.52,0.58
259,284.85,253.03,1006.91,70.8,1018.59,0.0,290.12,0.57
260,283.68,261.67,961.03,78.21,1018.79,0.0,287.38,0.36
261,285.32,262.6,1018.39,73.21,1018.45,0.0,290.09,0.52
262,285.13,262.54,1006.89,74.23,1018.53,0.0,289.67,0.49
263,284.04,261.68,960.98,77.44,1018.7,0.0,287.9,0.38
264,285.21,262.18,1019.14,73.52,1019.16,0.0,289.9,0.51
265,285.13,261.94,1007.64,76.96,1019.38,0.0,289.11,0.42
266,284.22,260.7,961.7,79.53,1019.52,0.0,287.67,0.34
267,283.34,262.34,1019.75,57.59,1019.75,97.9,291.76,0.92
268,283.71,261.76,1008.12,60.88,1019.81,102.3,291.28,0.82
269,282.06,248.13,962.11,61.53,1019.87,91.08,289.38,0.72
270,283.42,244.14,1020.19,51.23,1020.14,116.69,293.7,1.19
271,283.84,266.7,1008.71,52.58,1020.31,332.3,293.74,1.16
272,282.45,266.4,962.73,56.53,1020.28,343.61,291.11,0.91
273,284.63,269.23,1020.07,46.98,1020.07,587.16,296.4,1.53
274,283.99,266.71,1008.47,48.54,1020.08,540.03,295.17,1.38
275,283.3,266.28,962.5,56.98,1019.99,547.99,291.89,0.94
276,285.57,265.1,1019.72,45.62,1019.7,655.31,297.91,1.72
277,284.8,272.11,1008.16,46.77,1019.74,743.68,296.65,1.56
278,283.89,269.49,962.26,54.76,1019.66,724.78,293.14,1.07
279,285.92,270.43,1019.55,43.35,1019.55,834.64,299.15,1.93
280,285.13,273.0,1008.0,44.86,1019.5,904.39,297.69,1.72
281,284.12,258.95,962.28,52.4,1019.43,913.9,294.09,1.19
282,286.58,265.82,1018.76,45.38,1018.69,903.9,299.12,1.85
283,285.28,250.22,1007.18,43.41,1018.56,580.48,298.4,1.84
284,284.21,267.08,961.55,49.08,1018.43,916.76,295.24,1.37
285,285.19,250.82,1018.01,41.51,1017.98,889.25,299.1,1.98
286,284.73,251.37,1006.1,37.53,1017.48,885.75,300.2,2.26
287,283.97,251.0,960.88,45.83,1017.52,899.71,296.08,1.53
288,285.18,239.09,1017.54,42.83,1017.49,793.06,298.55,1.88
289,285.4,242.25,1005.4,39.23,1016.72,808.96,300.2,2.2
290,284.46,239.76,960.2,45.86,1016.68,804.55,296.6,1.58
291,286.52,249.08,1017.77,49.91,1017.7,660.59,297.5,1.54
292,286.02,246.87,1005.38,42.36,1016.7,651.43,299.6,2.01
293,284.69,249.2,960.16,46.58,1016.59,909.48,296.6,1.56
294,287.15,258.5,1017.92,55.97,1017.87,470.11,296.29,1.26
295,285.5,255.06,1005.65,44.36,1017.0,459.62,298.28,1.8
296,284.8,262.31,960.26,50.5,1016.9,468.77,295.41,1.35
297,287.31,251.11,1018.02,60.91,1017.99,249.09,295.09,1.04
298,286.0,248.24,1005.91,52.3,1017.42,244.73,296.14,1.35
299,285.41,251.8,960.52,61.48,1017.62,245.55,292.92,0.9
300,286.81,234.91,1018.42,64.31,1018.38,30.96,293.68,0.87
301,285.92,238.42,1006.49,58.51,1018.03,36.16,294.24,1.05
302,285.9,240.07,960.88,72.6,1018.38,35.64,290.82,0.56
303,287.48,247.03,1019.09,72.3,1019.09,0.0,292.51,0.63
304,286.27,229.81,1007.21,63.78,1018.81,0.0,293.24,0.86
305,286.3,228.75,961.31,78.58,1019.14,0.0,290.0,0.42
306,287.84,238.41,1019.15,75.18,1019.18,0.0,292.27,0.56
307,286.95,224.99,1007.42,70.4,1019.01,0.0,292.38,0.67
308,286.23,230.15,961.52,81.82,1019.4,0.0,289.3,0.34
309,287.24,246.44,1019.23,75.81,1019.26,0.0,291.53,0.52
310,287.29,239.54,1007.5,76.81,1019.15,0.0,291.37,0.49
311,285.86,243.3,961.69,82.09,1019.51,0.0,288.87,0.32
312,286.43,241.14,1019.67,73.25,1019.62,0.0,291.22,0.56
313,286.85,233.04,1007.99,77.48,1019.63,0.0,290.77,0.46
314,284.84,235.76,962.02,77.93,1019.74,0.0,288.62,0.39
315,285.15,261.89,1019.88,68.93,1019.77,0.0,290.85,0.64
316,286.64,254.1,1008.14,81.14,1019.78,0.0,289.84,0.36
317,285.14,254.61,962.09,82.12,1019.92,0.0,288.13,0.31
318,284.99,236.17,1019.01,67.92,1018.91,0.0,290.92,0.66
319,286.82,261.58,1007.61,86.26,1019.22,0.0,289.09,0.25
320,285.19,259.2,961.53,84.73,1019.41,0.0,287.7,0.26
321,287.25,238.72,1018.04,78.82,1017.96,0.0,290.93,0.44
322,286.58,237.31,1006.51,80.89,1018.18,0.0,289.83,0.37
323,284.59,239.8,960.6,76.44,1018.2,0.0,288.66,0.42
324,287.05,248.53,1017.38,77.16,1017.32,0.0,291.05,0.47
325,286.82,265.0,1005.79,86.04,1017.46,0.0,289.12,0.26
326,285.41,242.05,959.96,82.3,1017.68,0.0,288.37,0.31
327,287.28,255.36,1017.16,81.02,1017.1,0.0,290.53,0.38
328,286.59,262.51,1005.48,86.71,1017.11,0.0,288.77,0.24
329,285.09,260.22,959.65,83.42,1017.29,0.0,287.84,0.28
330,287.02,241.04,1016.76,78.26,1016.71,0.0,290.8,0.44
331,286.58,260.52,1005.14,86.51,1016.76,0.0,288.79,0.24
332,284.74,259.5,959.19,81.14,1016.68,0.0,287.9,0.32
333,286.93,261.09,1016.01,81.69,1015.98,0.0,290.04,0.36
334,286.73,255.38,1004.54,83.01,1016.11,0.0,289.59,0.32
335,284.75,259.72,958.73,80.58,1016.09,0.0,288.02,0.33
336,287.37,260.83,1016.67,84.85,1016.66,0.0,289.9,0.29
337,286.62,260.62,1005.06,84.59,1016.67,0.0,289.18,0.28
338,284.83,241.21,959.21,77.24,1016.61,0.0,288.75,0.41
339,286.71,257.05,1017.59,73.42,1017.54,76.04,291.48,0.57
340,286.39,261.19,1005.65,75.25,1017.37,103.08,290.76,0.5
341,284.69,240.21,959.63,74.31,1017.08,26.01,289.2,0.47
342,286.4,262.9,1017.76,59.11,1017.74,441.53,294.6,1.06
343,286.23,263.53,1006.31,64.26,1017.89,325.24,293.07,0.84
344,285.46,261.78,960.58,69.65,1018.12,507.04,291.01,0.63
345,286.69,242.04,1017.49,58.44,1017.47,235.06,295.1,1.11
346,285.87,266.3,1005.88,51.74,1017.36,538.68,296.17,1.37
347,285.87,264.11,960.12,63.61,1017.35,837.45,292.86,0.85
348,287.3,237.25,1017.56,62.81,1017.55,108.25,294.58,0.96
349,285.94,248.67,1005.82,50.34,1017.25,651.07,296.69,1.46
350,285.73,236.47,960.25,62.35,1017.28,350.08,293.03,0.88
351,287.16,249.56,1017.25,55.0,1017.24,514.56,296.6,1.31
352,286.46,269.18,1005.46,47.33,1016.8,835.75,298.26,1.7
353,286.36,250.12,960.11,64.66,1017.13,576.02,293.11,0.83
354,287.53,265.6,1016.4,49.4,1016.36,888.34,298.75,1.68
355,286.55,269.35,1004.59,44.94,1015.87,894.04,299.21,1.88
356,285.71,253.57,959.36,56.15,1016.12,698.48,294.68,1.14
357,288.06,264.09,1016.28,52.61,1016.15,879.68,298.29,1.53
358,287.84,258.96,1004.09,48.16,1015.33,904.95,299.47,1.8
359,287.17,265.59,958.96,58.93,1015.54,876.94,295.46,1.12
360,288.9,246.96,1015.63,61.38,1015.54,449.71,296.66,1.13
361,288.04,258.39,1003.37,48.96,1014.69,851.99,299.41,1.76
362,287.92,258.58,958.41,63.4,1015.05,870.01,295.07,0.97
363,289.08,262.63,1015.31,58.03,1015.25,829.92,297.75,1.31
364,288.25,259.7,1003.36,52.31,1014.72,583.78,298.54,1.56
365,287.84,260.63,958.33,66.74,1015.13,910.24,294.16,0.84
366,289.66,244.8,1014.98,72.32,1014.99,117.77,294.77,0.72
367,288.12,269.33,1003.03,52.49,1014.35,475.99,298.35,1.54
368,286.93,266.36,957.84,59.84,1014.38,481.63,294.95,1.06
369,290.03,214.75,1015.24,75.72,1015.14,58.3,294.42,0.62
370,289.24,219.26,1003.44,66.41,1014.79,99.45,295.7,0.93
371,287.77,213.71,958.2,73.94,1015.09,149.13,292.46,0.59
372,290.21,208.52,1015.67,78.49,1015.56,19.89,294.03,0.54
373,289.59,222.61,1003.97,71.76,1015.43,40.54,294.82,0.74
374,288.05,226.95,958.7,80.87,1015.84,39.68,291.34,0.4
375,289.57,240.65,1016.0,76.25,1015.93,0.0,293.84,0.59
376,289.1,252.91,1004.53,72.49,1015.96,0.0,294.15,0.69
377,287.83,234.43,959.01,81.9,1016.28,0.0,290.92,0.37
378,289.77,223.86,1016.38,77.93,1016.36,0.0,293.69,0.54
379,289.48,233.44,1005.05,77.12,1016.48,0.0,293.56,0.56
380,288.42,251.38,959.48,88.1,1016.83,0.0,290.38,0.24
381,291.05,223.44,1016.59,87.87,1016.61,0.0,293.08,0.29
382,289.32,238.18,1005.19,76.32,1016.67,0.0,293.56,0.57
383,288.33,233.04,959.91,86.02,1017.2,0.0,290.66,0.28
384,289.85,227.1,1016.35,81.99,1016.34,0.0,292.96,0.42
385,289.56,224.08,1004.88,82.55,1016.41,0.0,292.56,0.4
386,288.48,218.04,959.38,87.73,1016.72,0.0,290.5,0.25
387,289.46,258.84,1016.15,84.44,1016.1,0.0,292.1,0.34
388,289.51,242.28,1004.72,83.74,1016.26,0.0,292.28,0.36
389,288.32,230.33,959.17,88.29,1016.46,0.0,290.24,0.23
390,289.31,249.45,1015.65,81.59,1015.59,0.0,292.49,0.42
