,dsf,lwo,psf,rh,slp,swi,tsf,vpd
146,280.53,0.0,961.18,59.97,1019.49,9999.9,288.16,0.69
147,281.94,0.0,1019.96,57.73,1020.2,9999.9,290.24,0.83
148,281.78,0.0,1008.92,60.26,1020.97,9999.9,289.41,0.74
149,280.74,0.0,961.18,57.37,1019.33,9999.9,289.07,0.78
150,281.88,0.0,1019.93,54.47,1020.17,9999.9,291.08,0.95
151,281.88,0.0,1008.87,56.98,1020.87,9999.9,290.38,0.86
152,281.25,0.0,961.18,56.63,1019.19,9999.9,289.8,0.83
153,281.63,0.0,1019.32,50.1,1019.56,9999.9,292.13,1.11
154,281.89,0.0,1008.2,53.17,1020.15,9999.9,291.47,1.0
155,281.35,0.0,960.46,53.48,1018.24,9999.9,290.8,0.95
156,281.66,0.0,1018.43,48.28,1018.66,9999.9,292.75,1.19
157,281.63,0.0,1007.47,49.32,1019.37,9999.9,292.38,1.14
158,281.27,0.0,959.94,50.77,1017.55,9999.9,291.53,1.05
159,282.58,0.0,1017.92,50.33,1018.15,9999.9,293.08,1.17
160,282.77,0.0,1006.63,50.9,1018.5,9999.9,293.11,1.16
161,282.34,0.0,959.32,55.22,1016.95,9999.9,291.36,0.95
162,282.79,0.0,1017.49,51.67,1017.72,9999.9,292.89,1.13
163,282.75,0.0,1005.78,50.28,1017.62,9999.9,293.27,1.19
164,282.36,0.0,959.07,54.99,1016.66,9999.9,291.44,0.96
165,282.06,278.17,1017.99,41.9,1017.98,684.0,295.47,1.58
166,282.08,281.04,1005.81,38.96,1017.35,682.6,296.65,1.79
167,282.64,279.98,960.03,51.47,1017.32,689.3,292.78,1.12
168,283.21,0.0,1017.31,53.56,1017.54,9999.9,292.77,1.07
169,282.93,0.0,1006.17,51.2,1018.03,9999.9,293.18,1.16
170,282.56,0.0,959.2,56.1,1016.82,9999.9,291.34,0.93
171,283.52,0.0,1018.25,56.61,1018.49,9999.9,292.22,0.97
172,283.09,0.0,1007.33,53.55,1019.22,9999.9,292.64,1.06
173,282.74,0.0,960.38,57.66,1018.08,9999.9,291.11,0.88
174,283.92,0.0,1018.91,61.18,1019.16,9999.9,291.42,0.82
175,283.46,0.0,1008.12,61.28,1020.1,9999.9,290.92,0.8
176,283.02,0.0,961.05,66.3,1019.11,9999.9,289.23,0.62
177,283.78,0.0,1018.65,62.22,1018.9,9999.9,291.02,0.78
178,282.81,0.0,1007.93,63.46,1019.96,9999.9,289.69,0.7
179,281.5,0.0,960.61,66.56,1018.93,9999.9,287.58,0.56
180,283.94,0.0,1018.69,64.43,1018.95,9999.9,290.63,0.72
181,282.73,0.0,1008.21,67.98,1020.29,9999.9,288.54,0.57
182,280.95,0.0,960.77,66.22,1019.18,9999.9,287.08,0.54
183,283.89,0.0,1019.19,65.53,1019.46,9999.9,290.32,0.68
184,282.33,0.0,1008.68,66.17,1020.78,9999.9,288.54,0.6
185,280.3,0.0,961.22,64.73,1019.72,9999.9,286.76,0.56
186,283.72,0.0,1019.71,66.15,1019.98,9999.9,290.0,0.66
187,281.82,0.0,1009.2,63.64,1021.32,9999.9,288.61,0.65
188,279.84,0.0,961.79,62.05,1020.3,9999.9,286.92,0.6
189,283.49,0.0,1019.95,66.37,1020.22,9999.9,289.71,0.64
190,281.35,0.0,1009.42,61.3,1021.53,9999.9,288.68,0.69
191,279.36,0.0,962.06,60.14,1020.61,9999.9,286.89,0.63
192,283.23,0.0,1019.68,66.06,1019.95,9999.9,289.5,0.64
193,280.83,0.0,1009.17,59.79,1021.3,9999.9,288.53,0.71
194,279.01,0.0,961.74,59.92,1020.32,9999.9,286.57,0.62
195,282.89,0.0,1019.13,65.0,1019.39,9999.9,289.41,0.65
196,279.91,0.0,1008.73,59.02,1020.84,9999.9,287.75,0.69
197,278.3,0.0,960.97,59.13,1019.58,9999.9,286.02,0.61
198,282.57,0.0,1019.33,65.62,1019.59,9999.9,288.92,0.62
199,279.44,0.0,1008.71,58.36,1020.83,9999.9,287.43,0.69
200,277.85,0.0,961.14,58.53,1019.83,9999.9,285.7,0.61
201,282.17,0.0,1019.08,64.97,1019.34,9999.9,288.66,0.62
202,278.91,0.0,1008.46,56.66,1020.58,9999.9,287.32,0.71
203,277.26,0.0,960.8,55.96,1019.45,9999.9,285.75,0.65
204,281.89,0.0,1019.14,64.32,1019.4,9999.9,288.52,0.63
205,278.42,0.0,1008.53,54.03,1020.65,9999.9,287.52,0.76
206,276.72,0.0,960.99,54.79,1019.7,9999.9,285.49,0.66
207,281.46,0.0,1019.66,63.16,1019.93,9999.9,288.35,0.64
208,277.97,0.0,1009.06,53.48,1021.2,9999.9,287.19,0.75
209,276.22,0.0,961.51,52.51,1020.24,9999.9,285.61,0.69
210,280.97,0.0,1020.73,61.91,1020.99,9999.9,288.14,0.66
211,277.71,0.0,1010.21,53.56,1022.38,9999.9,286.9,0.74
212,275.68,0.0,962.55,51.6,1021.47,9999.9,285.29,0.69
213,281.1,0.0,1021.39,59.5,1021.65,9999.9,288.89,0.73
214,279.0,0.0,1010.74,54.76,1022.87,9999.9,287.93,0.77
215,277.93,0.0,963.08,53.94,1021.69,9999.9,287.02,0.74
216,280.76,0.0,1021.55,52.43,1021.8,9999.9,290.48,0.95
217,279.31,0.0,1010.86,50.1,1022.92,9999.9,289.64,0.95
218,277.59,0.0,963.21,44.98,1021.36,9999.9,289.44,1.03
219,280.5,0.0,1021.45,47.4,1021.69,9999.9,291.78,1.14
220,279.94,0.0,1010.71,47.71,1022.71,9999.9,291.07,1.09
221,278.54,0.0,962.96,44.41,1020.86,9999.9,290.68,1.13
222,280.37,0.0,1021.43,44.51,1021.67,9999.9,292.63,1.27
223,280.57,0.0,1010.6,47.0,1022.56,9999.9,292.0,1.17
224,279.56,0.0,962.96,44.9,1020.67,9999.9,291.62,1.18
225,280.37,0.0,1020.51,41.46,1020.75,9999.9,293.76,1.44
226,280.68,0.0,1009.72,43.65,1021.62,9999.9,293.28,1.34
227,279.97,0.0,962.21,44.37,1019.78,9999.9,292.25,1.24
228,280.28,0.0,1019.81,40.38,1020.04,9999.9,294.08,1.49
229,280.77,0.0,1008.99,42.46,1020.86,9999.9,293.81,1.42
230,280.17,0.0,961.59,43.69,1019.05,9999.9,292.71,1.3
231,281.88,0.0,1019.34,43.23,1019.58,9999.9,294.75,1.48
232,282.89,0.0,1008.48,46.58,1020.32,9999.9,294.65,1.39
233,282.17,0.0,961.3,49.32,1018.67,9999.9,292.95,1.18
234,281.57,0.0,1019.35,42.18,1019.59,9999.9,294.81,1.51
235,282.98,0.0,1008.41,46.41,1020.24,9999.9,294.81,1.4
236,282.29,0.0,961.48,48.57,1018.8,9999.9,293.33,1.23
237,281.17,0.0,1018.65,40.71,1018.89,9999.9,294.93,1.57
238,282.87,0.0,1007.84,45.9,1019.66,9999.9,294.86,1.42
239,282.16,0.0,960.84,49.07,1018.19,9999.9,293.02,1.2
240,280.99,0.0,1018.42,40.27,1018.65,9999.9,294.91,1.57
241,282.88,0.0,1007.71,47.01,1019.54,9999.9,294.49,1.36
242,282.01,0.0,960.73,49.42,1018.12,9999.9,292.75,1.17
243,280.97,0.0,1018.62,41.1,1018.85,9999.9,294.56,1.52
244,282.9,0.0,1008.02,49.22,1019.89,9999.9,293.78,1.25
245,281.66,0.0,961.0,50.16,1018.52,9999.9,292.14,1.11
246,281.64,0.0,1019.43,45.37,1019.67,9999.9,293.72,1.34
247,283.3,0.0,1008.95,55.99,1020.9,9999.9,292.17,0.98
248,282.33,0.0,961.9,58.58,1019.76,9999.9,290.43,0.83
249,283.03,0.0,1019.96,51.24,1020.22,9999.9,293.29,1.16
250,282.51,0.0,1009.64,56.28,1021.64,9999.9,291.24,0.92
251,282.36,0.0,962.45,63.6,1020.58,9999.9,289.18,0.67
252,282.35,0.0,1020.51,48.84,1020.78,9999.9,293.31,1.22
253,282.91,0.0,1010.24,57.68,1022.25,9999.9,291.29,0.89
254,282.37,0.0,963.0,65.1,1021.24,9999.9,288.83,0.63
255,282.63,0.0,1020.79,51.49,1021.07,9999.9,292.77,1.12
256,283.17,0.0,1010.59,61.87,1022.64,9999.9,290.46,0.76
257,282.29,0.0,963.22,65.72,1021.53,9999.9,288.6,0.61
258,282.8,0.0,1020.74,52.36,1021.03,9999.9,292.69,1.1
259,283.38,0.0,1010.46,63.94,1022.53,9999.9,290.17,0.71
260,282.11,0.0,963.03,65.13,1021.33,9999.9,288.56,0.62
261,283.74,0.0,1020.42,55.96,1020.7,9999.9,292.64,1.01
262,283.49,0.0,1010.05,64.79,1022.11,9999.9,290.08,0.69
263,282.08,0.0,962.66,66.38,1021.0,9999.9,288.23,0.58
264,284.53,0.0,1019.97,61.91,1020.26,9999.9,291.88,0.83
265,283.59,0.0,1009.63,66.61,1021.7,9999.9,289.75,0.64
266,282.08,0.0,962.11,65.42,1020.38,9999.9,288.46,0.61
267,283.78,0.0,1019.04,57.83,1019.36,9999.9,292.17,0.94
268,282.09,0.0,1008.84,59.35,1020.91,9999.9,289.97,0.79
269,280.64,0.0,961.16,57.99,1019.31,9999.9,288.79,0.76
270,283.7,0.0,1019.27,58.25,1019.59,9999.9,291.96,0.92
271,282.04,0.0,1008.81,59.25,1020.88,9999.9,289.94,0.79
272,280.94,0.0,961.23,57.43,1019.34,9999.9,289.26,0.79
273,283.72,0.0,1019.71,59.23,1020.05,9999.9,291.72,0.88
274,281.98,0.0,1009.39,59.6,1021.48,9999.9,289.79,0.77
275,281.05,0.0,961.88,60.91,1020.16,9999.9,288.47,0.69
276,283.59,0.0,1019.41,59.26,1019.74,9999.9,291.57,0.87
277,282.1,0.0,1009.0,60.09,1021.09,9999.9,289.79,0.76
278,281.34,0.0,961.5,60.75,1019.7,9999.9,288.82,0.71
279,283.62,0.0,1019.5,60.77,1019.78,9999.9,291.21,0.82
280,282.07,0.0,1009.16,60.07,1021.22,9999.9,289.76,0.76
281,281.26,0.0,961.69,61.43,1019.92,9999.9,288.56,0.68
282,283.65,0.0,1019.92,62.45,1020.19,9999.9,290.83,0.77
283,282.04,0.0,1009.47,60.22,1021.53,9999.9,289.69,0.76
284,281.08,0.0,962.04,61.73,1020.36,9999.9,288.29,0.67
285,285.09,0.0,1020.83,67.2,1021.1,9999.9,291.18,0.69
286,283.68,0.0,1010.29,65.26,1022.34,9999.9,290.17,0.68
287,283.28,0.0,962.97,66.6,1021.13,9999.9,289.43,0.63
288,285.43,0.0,1021.17,63.65,1021.47,9999.9,292.39,0.82
289,283.93,0.0,1010.67,62.66,1022.7,9999.9,291.07,0.78
290,283.36,0.0,963.29,62.44,1021.29,9999.9,290.52,0.75
291,285.93,0.0,1020.98,61.51,1021.27,9999.9,293.46,0.93
292,284.4,0.0,1010.45,57.78,1022.4,9999.9,292.83,0.98
293,283.92,0.0,963.05,59.71,1020.74,9999.9,291.8,0.88
294,285.89,0.0,1020.51,57.44,1020.78,9999.9,294.51,1.1
295,284.64,0.0,1009.82,54.55,1021.7,9999.9,294.0,1.13
296,284.33,0.0,962.49,57.6,1019.95,9999.9,292.81,0.98
297,285.72,0.0,1019.44,54.01,1019.68,9999.9,295.33,1.24
298,284.89,0.0,1008.74,52.26,1020.57,9999.9,294.96,1.26
299,284.71,0.0,961.49,56.5,1018.78,9999.9,293.52,1.05
300,285.72,0.0,1018.65,52.02,1018.89,9999.9,295.93,1.35
301,285.21,0.0,1007.87,49.95,1019.65,9999.9,296.03,1.41
302,285.13,0.0,960.74,55.54,1017.86,9999.9,294.24,1.13
303,286.02,0.0,1018.55,53.76,1018.78,9999.9,295.72,1.28
304,285.1,0.0,1007.78,48.75,1019.53,9999.9,296.3,1.47
305,284.96,0.0,960.84,54.33,1017.93,9999.9,294.41,1.17
306,286.69,0.0,1018.61,58.4,1018.85,9999.9,295.1,1.11
307,285.44,0.0,1007.73,50.64,1019.49,9999.9,296.05,1.39
308,285.42,0.0,960.86,57.46,1018.03,9999.9,294.01,1.06
309,286.98,0.0,1017.7,60.54,1017.95,9999.9,294.83,1.04
310,285.65,0.0,1006.79,53.15,1018.57,9999.9,295.5,1.28
311,285.73,0.0,959.95,60.83,1017.17,9999.9,293.42,0.94
312,287.11,0.0,1017.63,62.85,1017.9,9999.9,294.36,0.95
313,285.8,0.0,1006.86,56.04,1018.67,9999.9,294.81,1.15
314,285.9,0.0,960.02,64.16,1017.38,9999.9,292.76,0.83
315,287.38,0.0,1018.24,66.74,1018.54,9999.9,293.69,0.81
316,285.89,0.0,1007.42,59.61,1019.28,9999.9,293.92,1.0
317,285.93,0.0,960.65,67.19,1018.19,9999.9,292.06,0.73
318,287.87,0.0,1019.13,72.28,1019.43,9999.9,292.93,0.65
319,286.62,0.0,1008.49,68.01,1020.42,9999.9,292.59,0.73
320,285.99,0.0,961.67,72.8,1019.51,9999.9,290.86,0.56
321,287.25,0.0,1019.5,72.28,1019.8,9999.9,292.28,0.62
322,286.44,0.0,1008.93,72.94,1020.93,9999.9,291.3,0.57
323,285.65,0.0,961.82,77.13,1019.89,9999.9,289.61,0.43
324,286.77,0.0,1019.79,70.83,1020.11,9999.9,292.11,0.65
325,286.18,0.0,1009.19,73.38,1021.2,9999.9,290.94,0.55
326,285.34,0.0,962.04,76.05,1020.16,9999.9,289.52,0.45
327,286.76,0.0,1019.73,70.91,1020.08,9999.9,292.08,0.64
328,286.12,0.0,1009.13,73.2,1021.16,9999.9,290.92,0.55
329,285.37,0.0,961.72,77.01,1019.85,9999.9,289.35,0.43
330,287.05,0.0,1019.52,73.05,1019.85,9999.9,291.91,0.59
331,286.1,0.0,1008.74,73.05,1020.75,9999.9,290.93,0.55
332,285.12,0.0,961.39,76.09,1019.44,9999.9,289.28,0.44
333,287.28,0.0,1018.79,75.17,1019.09,9999.9,291.69,0.54
334,286.06,0.0,1008.17,74.96,1020.18,9999.9,290.48,0.5
335,284.92,0.0,960.85,77.28,1018.95,9999.9,288.84,0.41
336,287.58,0.0,1017.86,77.54,1018.19,9999.9,291.51,0.48
337,286.05,0.0,1007.2,75.59,1019.21,9999.9,290.34,0.48
338,284.98,0.0,959.9,76.79,1017.96,9999.9,289.0,0.42
339,286.91,0.0,1017.15,74.77,1017.45,9999.9,291.4,0.54
340,285.81,0.0,1006.49,75.08,1018.53,9999.9,290.2,0.49
341,284.74,0.0,959.16,73.83,1017.06,9999.9,289.36,0.49
342,286.93,0.0,1016.5,74.11,1016.81,9999.9,291.56,0.55
343,285.9,0.0,1005.44,71.89,1017.4,9999.9,290.96,0.58
344,284.6,0.0,958.5,73.47,1016.39,9999.9,289.28,0.49
345,287.05,0.0,1016.07,75.39,1016.4,9999.9,291.41,0.52
346,285.6,0.0,1005.02,72.12,1016.99,9999.9,290.61,0.56
347,284.81,0.0,958.11,72.9,1015.85,9999.9,289.62,0.51
348,287.15,0.0,1016.11,75.84,1016.4,9999.9,291.42,0.51
349,285.61,0.0,1005.11,71.92,1017.14,9999.9,290.67,0.57
350,284.41,0.0,958.28,73.39,1016.17,9999.9,289.11,0.49
351,287.31,0.0,1016.54,77.34,1016.87,9999.9,291.28,0.48
352,285.67,0.0,1005.57,73.31,1017.55,9999.9,290.42,0.53
353,284.93,0.0,958.81,75.27,1016.72,9999.9,289.25,0.46
354,287.47,0.0,1017.41,77.2,1017.76,9999.9,291.47,0.49
355,285.93,0.0,1006.91,74.65,1018.99,9999.9,290.41,0.51
356,284.66,0.0,959.95,75.73,1018.05,9999.9,288.88,0.44
357,288.02,0.0,1017.6,77.9,1017.98,9999.9,291.89,0.48
358,286.47,0.0,1007.12,73.46,1019.13,9999.9,291.22,0.56
359,285.6,0.0,959.99,73.59,1017.8,9999.9,290.29,0.52
360,287.31,0.0,1017.94,69.65,1018.29,9999.9,292.93,0.71
361,286.27,0.0,1007.22,66.97,1019.16,9999.9,292.46,0.75
362,285.8,0.0,959.95,67.55,1017.48,9999.9,291.84,0.71
363,287.13,0.0,1018.23,66.13,1018.6,9999.9,293.57,0.82
364,286.33,0.0,1007.57,64.06,1019.53,9999.9,293.23,0.85
365,286.28,0.0,960.46,69.32,1018.11,9999.9,291.93,0.67
366,287.55,0.0,1017.85,66.9,1018.19,9999.9,293.82,0.82
367,286.78,0.0,1007.23,63.08,1019.17,9999.9,293.95,0.92
368,286.45,0.0,960.08,70.73,1017.73,9999.9,291.79,0.64
369,287.72,0.0,1017.04,63.33,1017.37,9999.9,294.88,0.96
370,287.26,0.0,1005.86,60.51,1017.67,9999.9,295.12,1.05
371,286.86,0.0,959.19,69.62,1016.64,9999.9,292.47,0.69
372,287.99,0.0,1016.18,65.1,1016.51,9999.9,294.72,0.91
373,287.48,0.0,1004.35,60.57,1016.12,9999.9,295.33,1.07
374,287.51,0.0,958.28,69.93,1015.55,9999.9,293.08,0.71
375,287.85,0.0,1015.88,63.48,1016.21,9999.9,294.98,0.97
376,286.82,0.0,1004.12,56.12,1015.87,9999.9,295.87,1.23
377,286.95,0.0,958.08,66.86,1015.3,9999.9,293.21,0.79
378,288.23,0.0,1015.24,66.09,1015.56,9999.9,294.73,0.88
379,287.22,0.0,1003.51,59.06,1015.25,9999.9,295.47,1.12
